example_id,doc_id,subject,v2_category,rating,label,Q_verbatim,Q_paraphr,correct_A,wrong_A,exam_fmt,auth_src,reasoning_head
greekmmlu:2637,00a7a33a88de44acd522926a87f0750e6208da5e7894380d0d1f33c5c252606b,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked Q-stem appears verbatim in a long sequence of driving-rule quiz items: «οσον αφορα στη σταθμη του λιπαντικου στο κιβωτιο ταχυτητων». Immediately after it, the document lists the answer choices, including the wrong option «την ελεγχετε καθε"
greekmmlu:2666,0782a712aa844ce201df1c36a7f21fcb41a0e415ad5461c57ed16e058ebf9da3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is a verbatim MCQ item inside a long sequence of driving-test questions and answer choices, e.g. «η ρυπανση που προκαλειται απο τα οχηματα με βενζινοκινητηρα: ...». Immediately after it, the document lists the benchmark’s correct answ"
greekmmlu:2686,00a7a33a88de44acd522926a87f0750e6208da5e7894380d0d1f33c5c252606b,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο ταίριασμα είναι ακριβώς το στέλεχος της ερώτησης: «σε κατοικημενη περιοχη χωρισ φωτισμο μπορειτε να οδηγειτε με αναμμενα φωτα πορειασ». Αμέσως μετά εμφανίζονται οι δύο επιλογές «ναι» και «οχι», με το «ναι» ως σωστή επιλογή και το «οχι» "
greekmmlu:2700,0782a712aa844ce201df1c36a7f21fcb41a0e415ad5461c57ed16e058ebf9da3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark question essentially verbatim: «ποιο ειναι το ανωτατο επιτρεπομενο οριο ταχυτητασ... με ειδικεσ πινακιδεσ». Immediately after it, the marked options appear in MCQ-like order: «100 km/h. 130 km/h. 150 km/h», with"
greekmmlu:2698,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked q_stem περιέχει σχεδόν αυτολεξεί την ερώτηση: «η μεταφορα προσωπων σε συνεδρια, σεμιναρια, πολιτιστικεσ, αθλητικεσ και κοινωνικεσ εκδηλωσεισ...». Αμέσως μετά εμφανίζονται οι επιλογές σε μορφή ερωτήσεων πολλαπλής επιλογής, συμπεριλαμβανομένο"
greekmmlu:2699,0d1b2100b146a6b460aea316f17fe0e80f5e4e4f0b6d1336c22756814c6c2be3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «ο ηχοσ που εκπεμπεται απο το ηχητικο οργανο του οχηματοσ (κορνα) πρεπει να ειναι». It is embedded in a sequence of driving-test questions followed immediately by answer choices, inclu"
greekmmlu:2712,0c84f0420e92bc91b63c16a0708c554a13a7937ebde82c6421ac8d4547ea38f6,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημασμένο χωρίο περιέχει αυτούσιο το στέλεχος: «σε περιπτωση δευτερου οδηγου, η παρουσια του εντοσ του οχηματοσ ειναι υποχρεωτικη» και αμέσως μετά παραθέτει διαδοχικές επιλογές, όπως «σε ολη τη διαρκεια τησ διαδρομησ» και «μετα το περασ τησ 1ησ ωρ"
greekmmlu:2712,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked Q-stem appears verbatim in a long MCQ-style driving-test list: «σε περιπτωση δευτερου οδηγου... ειναι υποχρεωτικη:». Immediately after it are answer options, including the marked correct option «μετα το περασ τησ 1ησ ωρασ τησ διαδρομησ», p"
greekmmlu:2701,0054a95c732bba80694a3c2aba7e2433235528f6559e9eea1931a0247cb2cc54,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημασμένο τμήμα περιέχει αυτούσιο το ερώτημα «η συνιστωμενη ημερησια ποσοτητα καταναλωσησ υγρων πρεπει να περιλαμβανει» και αμέσως μετά επιλογές «καφε», «αλκοολ», «χυμουσ», όπου εμφανίζεται και η σωστή απάντηση. Βρίσκεται μέσα σε μεγάλη ακολουθία "
greekmmlu:2724,06f309d6ccb1cacd38ae19c608c38df00d37aa29765e340503689be9a2221c46,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,Το μαρκαρισμένο τμήμα αρχίζει με το ακριβές ερώτημα «τι πρεπει να προσεχει ο οδηγοσ κατα τη χρησιμοποιηση των καθρεπτων ενοσ επιβατηγου» και ακολουθούν αμέσως οι επιλογές. Η σωστή επιλογή εμφανίζεται δίπλα («σε μια ορισμενη περιοχη (νεκρη γωνια) εινα
greekmmlu:2721,0cc212a8f56a22a3cd8a11203b8a0adebedb86c327ea141bf11e86a745537f89,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked q_stem is the exact benchmark question: «τι πρεπει να κανετε προκειμενου να αλλαξετε λωριδα κυκλοφοριασ». It appears inside a long driving-test MCQ sequence with colon-separated questions and answer options; immediately after it are the tw
greekmmlu:2724,05925d1345f04241f5364523747dc580a80d9443e8a9ee3e20d35c499ac812ee,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem verbatim: «τι πρεπει να προσεχει ο οδηγοσ κατα τη χρησιμοποιηση των καθρεπτων ενοσ επιβατηγου». Immediately after it, the document lists both options, including the wrong option «ο εσωτερικοσ καθρεπτησ...» "
greekmmlu:2726,0c84f0420e92bc91b63c16a0708c554a13a7937ebde82c6421ac8d4547ea38f6,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is the benchmark stem verbatim: «αναμεσα σε οποιεσδηποτε δυο εβδομαδιαιεσ περιοδουσ αναπαυσησ, ο οδηγοσ εχει». It is immediately followed by MCQ-style answer options, including the correct «το πολυ 3 μειωμενεσ ημερησιεσ χρονικεσ περιο"
greekmmlu:2743,0054a95c732bba80694a3c2aba7e2433235528f6559e9eea1931a0247cb2cc54,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked span περιέχει σχεδόν αυτούσιο το ερώτημα: «σε περιπτωση ατυχηματοσ με τραυματιεσ, για να σταματησετε την εντονη αιμορραγια... πρεπει να». Αμέσως μετά εμφανίζονται οι επιλογές, με πρώτη την ορθή «εφαρμοσετε πιεση στην πληγη» και κατόπιν λανθ"
greekmmlu:2741,0a52cf978d7215695008af1ae03160c10c08044d462613c4bfb02e310f0393dd,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is an exact normalized copy of the benchmark stem: «τι συμβαινει οταν οδηγειτε με πολυ μικρη πιεση ελαστικων», embedded in a long sequence of driving-theory questions followed by multiple answer options. Immediately after it, the docu"
greekmmlu:2724,0d1b2100b146a6b460aea316f17fe0e80f5e4e4f0b6d1336c22756814c6c2be3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked span βρίσκεται μέσα σε ακολουθία ερωτήσεων/απαντήσεων τύπου τεστ οδήγησης, όχι σε επίσημη κανονιστική πρόζα. Η ερώτηση εμφανίζεται ουσιαστικά αυτούσια («τι πρεπει να προσεχει ο οδηγοσ κατα τη χρησιμοποιηση των καθρεπτων ενοσ επιβατηγου») κα"
greekmmlu:2746,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked Q-stem εμφανίζεται ουσιαστικά αυτούσιο: «το φορτιο του οχηματοσ ειναι μια προσθετη δυναμη που ασκειται σε αυτο». Αμέσως μετά υπάρχει η marked σωστή επιλογή «ειτε ειναι σε σταση ειτε κινειται», ακολουθούμενη από λάθος επιλογές («μονο οταν…»,"
greekmmlu:2730,0259c34dd14353d4b8fcaf3d403a80960c0f1ff7812ad093c4590f9690f8c027,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is the benchmark question essentially verbatim: «κατω απο ποιεσ συνθηκεσ... να μειωθει η ικανοτητα του για ασφαλη οδηγηση». It appears within a long driving-test Q&A/MCQ sequence, immediately followed by both options, including «οταν "
greekmmlu:2747,0ba51f5a7f17201b0126a37d7a348ec84510470e0204cadfb3be9696933e098b,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο span περιέχει αυτούσιο το stem: «γιατι πρεπει ακομα και την ημερα να κινειστε με αναμμενα τα μεσαια φωτα...». Αμέσως μετά εμφανίζονται οι δύο επιλογές, πρώτα η λάθος «για να μπορειτε να κινεισθε με πολυ υψηλη ταχυτητα» και μετά η σωστή "
greekmmlu:2756,0a6bd0d06ee3dd3d9a2e0da5fa4f855d257aefb29e1f7564a772f70d03c7e4f4,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked Q-stem appears verbatim in an exam-style driving-rules question sequence: «ο σωστοσ τροποσ για να σταθμευσετε το οχημα σε πλαγια ειναι:». Immediately after it, the document lists the full correct answer beginning «να τραβηξετε καλα το χειρ"
greekmmlu:2748,061a5930fac3f3e84e01d6e47cc088b72e977779c587c65b1b595314dcfc8c38,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «για να αλλαξετε κατευθυνση... ειστε υποχρεωμενοσ να βγαλετε φλασ». It appears inside a long driving-test question bank/MCQ sequence, immediately followed by the options «ναι οχι»; the"
greekmmlu:2748,0a6bd0d06ee3dd3d9a2e0da5fa4f855d257aefb29e1f7564a772f70d03c7e4f4,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem verbatim in normalized Greek: «για να αλλαξετε κατευθυνση... ειστε υποχρεωμενοσ να βγαλετε φλασ». It is embedded in a long driving-test MCQ sequence, and immediately after the colon the marked options appea"
greekmmlu:2748,0cb3563ef6b2fdb6e6a1a640a7e4ec74c2813abf4935043af2c072d0e89b521e,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is an exact normalized copy of the benchmark stem: «για να αλλαξετε κατευθυνση... ειστε υποχρεωμενοσ να βγαλετε φλασ». It appears within a long sequence of driving-theory quiz items, with answer options immediately after the colon: «ο"
greekmmlu:2756,0cb3563ef6b2fdb6e6a1a640a7e4ec74c2813abf4935043af2c072d0e89b521e,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is exactly the benchmark stem in normalized Greek: «ο σωστοσ τροποσ για να σταθμευσετε το οχημα σε πλαγια ειναι». It appears inside a long driving-test Q&A/MCQ sequence, followed immediately by the wrong option «να τραβηξετε καλα το χ"
greekmmlu:2756,061a5930fac3f3e84e01d6e47cc088b72e977779c587c65b1b595314dcfc8c38,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked span is an exact normalized version of the benchmark stem: «ο σωστοσ τροποσ για να σταθμευσετε το οχημα σε πλαγια ειναι». It appears in a sequence of driving-test Q&A/MCQ items and is immediately followed by the full correct option («να τρ
greekmmlu:2761,0782a712aa844ce201df1c36a7f21fcb41a0e415ad5461c57ed16e058ebf9da3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο q_stem περιέχει ουσιαστικά κατά λέξη την ερώτηση: «κατα την πορεια σασ διαπιστωνετε οτι χασατε τον ελεγχο... λαδια. τι θα κανετε». Αμέσως μετά εμφανίζονται διαδοχικά επιλογές, συμπεριλαμβανομένης της λανθασμένης «θα πιεσετε τον ποδομοχλ"
greekmmlu:2766,061a5930fac3f3e84e01d6e47cc088b72e977779c587c65b1b595314dcfc8c38,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το μαρκαρισμένο span περιέχει σχεδόν αυτολεξεί την ερώτηση «η υγρασια μπορει να επηρεασει δυσμενωσ την αποτελεσματικοτητα των φρενων. πωσ πρεπει να ενεργειτε...». Αμέσως μετά εμφανίζονται οι επιλογές σε ακολουθία, μαζί με τη σωστή «να κινειστε με μικ"
greekmmlu:2761,078468033b08e242776c7622093f65d881a57ca82c6d580f5fbe9717085ffff0,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked span is exactly inside numbered exam/quiz scaffolding: item “18.” gives the question “κατα την πορεια σασ διαπιστωνετε οτι χασατε τον ελεγχο…” followed immediately by three answer options. The correct option is adjacent and recoverable as 
greekmmlu:2766,0a6bd0d06ee3dd3d9a2e0da5fa4f855d257aefb29e1f7564a772f70d03c7e4f4,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked span contains the benchmark stem verbatim in normalized Greek: «η υγρασια μπορει να επηρεασει δυσμενωσ την αποτελεσματικοτητα των φρενων. πωσ πρεπει να ενεργειτε...». It appears inside a long sequence of driving-test questions followed by 
greekmmlu:2784,0c84f0420e92bc91b63c16a0708c554a13a7937ebde82c6421ac8d4547ea38f6,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το επισημασμένο span περιέχει αυτούσια την ερώτηση «η βαρυτητα ειναι η ιδιοτητα των υλικων σωματων να» και αμέσως μετά παραθέτει επιλογές: «ελκουν αλλα υλικα σωματα», «παραμενουν σε επαφη με το εδαφοσ», «αντιστεκονται...». Βρίσκεται μέσα σε μεγάλη ακ"
greekmmlu:2789,061a5930fac3f3e84e01d6e47cc088b72e977779c587c65b1b595314dcfc8c38,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,Το σημειωμένο span περιέχει αυτούσιο το ερώτημα «σταθμευετε το οχημα σασ... θα πρεπει να βαλετε χειροφρενο και να επιλεξετε» και αμέσως μετά παραθέτει επιλογές: «πρωτη ταχυτητα. νεκρα. οπισθεν». Αυτό βρίσκεται μέσα σε ακολουθία ερωτήσεων/απαντήσεων γ
greekmmlu:2789,0cb3563ef6b2fdb6e6a1a640a7e4ec74c2813abf4935043af2c072d0e89b521e,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked span περιέχει αυτούσιο το ερώτημα «σταθμευετε το οχημα σασ... ανηφορικη κλιση... να επιλεξετε» και αμέσως μετά παραθέτει επιλογές: «πρωτη ταχυτητα. νεκρα. οπισθεν». Βρίσκεται μέσα σε ακολουθία ερωτήσεων οδήγησης με πολλαπλές απαντήσεις, όχι"
greekmmlu:2766,0cb3563ef6b2fdb6e6a1a640a7e4ec74c2813abf4935043af2c072d0e89b521e,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked q_stem περιέχει σχεδόν αυτούσια την ερώτηση: «η υγρασια μπορει να επηρεασει δυσμενωσ την αποτελεσματικοτητα των φρενων...». Αμέσως μετά παρατίθενται οι επιλογές, συμπεριλαμβανομένης της σωστής «να κινειστε με μικρη ταχυτητα και να φρεναρετε"
greekmmlu:2789,0a6bd0d06ee3dd3d9a2e0da5fa4f855d257aefb29e1f7564a772f70d03c7e4f4,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «σταθμευετε το οχημα σασ... με το μπροστινο μεροσ σε ανηφορικη κλιση... να επιλεξετε». It is immediately followed by the same MCQ options in sequence, including «οπισθεν», «νεκρα», and"
greekmmlu:2796,08a1932e2555136a3074e88856bb7fae1e9551cebdaa885181254fa338fad1df,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο q_stem περιέχει αυτούσια την ερώτηση: «γιατι πρεπει να αποφευγετε ασκοπα το αποτομο και δυνατο ξεκινημα». Αμέσως μετά εμφανίζονται οι απαντήσεις σε μορφή τεστ, με τη σωστή «διοτι με αυτο τον τροπο αυξανεται πολυ η καταναλωση καυσιμων .."
greekmmlu:2790,0a4cfd671e330cf0d9b38ce8071143962578020292e0278b646318eb586649cf,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,False,True,True,True,True,False,Το σημειωμένο Q-stem εμφανίζεται ως ερώτηση μέσα σε ακολουθία ερωτήσεων/απαντήσεων για κανόνες οδήγησης: «σε ποιο σημειο του οδοστρωματοσ πρεπει να σταματησετε για να ελεγξετε:». Αμέσως μετά παρατίθεται η σωστή επιλογή «στο υψοσ τησ κατα πλατοσ (εγκα
greekmmlu:2802,061a5930fac3f3e84e01d6e47cc088b72e977779c587c65b1b595314dcfc8c38,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked span contains the benchmark stem essentially verbatim: «πλησιαζετε μια διασταυρωση που δεν εχει σημανση... πωσ συμπεριφερεσθε». Immediately after the colon it lists the correct answer «εισερχεστε προσεκτικα στη διασταυρωση» followed by the
greekmmlu:2790,00afc5599d309043271d5852f22af7f170329341210609b3c7f0594a06a2c75c,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,False,True,True,True,True,False,"Το σημασμένο απόσπασμα βρίσκεται μέσα σε ακολουθία ερωτήσεων οδήγησης με διαδοχικές απαντήσεις, όχι σε επίσημο κανονιστικό κείμενο. Περιέχει το βασικό ερώτημα «σε ποιο σημειο του οδοστρωματοσ πρεπει να σταματησετε» και αμέσως μετά την απάντηση «στο υ"
greekmmlu:2834,0259c34dd14353d4b8fcaf3d403a80960c0f1ff7812ad093c4590f9690f8c027,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «η προσφυση σε ενα βρεγμενο οδοστρωμα μειωνεται σε σχεση με το στεγνο, κατα». It is embedded in a long driving-test Q&A/MCQ sequence and is immediately followed by the options «25%. 50"
greekmmlu:2817,061a4c6aa7e9ac63486bc666f4f3c12ec610ec19b8d7307e286e3833ef7f2682,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is the benchmark question verbatim inside a numbered multiple-choice sequence: “92. η καταγγελια τησ συμβασησ εργασιασ του μισθωτου ειναι εγκυρη”. Immediately after it the document lists lettered options a/b/γ/δ, including the correct"
greekmmlu:2802,0a6bd0d06ee3dd3d9a2e0da5fa4f855d257aefb29e1f7564a772f70d03c7e4f4,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,Το σημαδεμένο απόσπασμα περιέχει σχεδόν αυτούσιο το ερώτημα «πλησιαζετε μια διασταυρωση που δεν εχει σημανση... πωσ συμπεριφερεσθε» και αμέσως μετά παραθέτει τις απαντήσεις ως επιλογές. Δίπλα εμφανίζεται η σωστή επιλογή «εισερχεστε προσεκτικα στη δια
greekmmlu:2814,0ba51f5a7f17201b0126a37d7a348ec84510470e0204cadfb3be9696933e098b,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο απόσπασμα είναι αυτούσιο το ερώτημα: «σε μια οδο ταχειασ κυκλοφοριασ, η ανωτατη επιτρεπομενη ταχυτητα...» και ακολουθείται αμέσως από επιλογές «110 km/h» και «120 km/h». Βρίσκεται μέσα σε διαδοχική ακολουθία ερωτήσεων οδήγησης με επιλογ"
greekmmlu:2823,061a4c6aa7e9ac63486bc666f4f3c12ec610ec19b8d7307e286e3833ef7f2682,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is exactly inside a numbered multiple-choice item: ""77. απο την ασφαλιστικη σχεση προκυπτει υποχρεωση για τον εργοδοτη:"" followed by labeled options a, b, γ, δ. The marked correct option ""καταβολησ των ασφαλιστικων εισφορων"" appears i"
greekmmlu:2841,090de5425ad6d69e73a781899c04b575c47698b8ef52e5cd969d6273ff701513,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «το μισο ενος οδοστρωματος ειναι κλεισμενο... ποιο οχημα πρεπει να περιμενει». It is immediately followed by the three MCQ options, including wrong options «το μικροτερο οχημα» and «το"
greekmmlu:2837,0d1b2100b146a6b460aea316f17fe0e80f5e4e4f0b6d1336c22756814c6c2be3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is exactly the benchmark stem: «οταν περιμενετε να αναψει το πρασινο φωσ του σηματοδοτη», followed immediately by the same three answer options in sequence. The marked correct option is not coincidental; it is the actual option text «"
greekmmlu:2837,01da50b15a7ec79eb3e92014d1023b8a1bb4bcb2947bd325d9b7385fa89b6887,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,Το marked span περιέχει αυτολεξεί το ερώτημα «οταν περιμενετε να αναψει το πρασινο φωσ του σηματοδοτη» και αμέσως μετά παραθέτει την απάντηση «εχετε το μοχλο ταχυτητων στη “νεκρα” και πιεζετε ... τον ποδομοχλο τησ πεδησ (φρενο)». Δίπλα εμφανίζονται κ
greekmmlu:2837,04eed8be157078fe23f80fc020e085480cab78f83a55ae0c760530730761ef08,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked Q-stem appears verbatim at the very start: «οταν περιμενετε να αναψει το πρασινο φωσ του σηματοδοτη», followed immediately by the answer options, including «εχετε το μοχλο ταχυτητων στη “νεκρα”...» and the wrong alternatives. The surroundi"
greekmmlu:2841,06b7b286675589c682537dfdbabb41a70d897808fd5144e1f8be87b932cd05be,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is the benchmark stem essentially verbatim: «το μισο ενοσ οδοστρωματοσ... ποιο οχημα πρεπει να περιμενει». Immediately after it, the document lists the MCQ options, including wrong options «το μικροτερο οχημα», «το πλατυτερο οχημα» an"
greekmmlu:2879,010dc89dac445f8bc0549b62b699a8535d240608d8409fdd6d5fb2997de36b0c,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «σε διασταυρωση οπου ο σηματοδοτησ τησ πορειασ σασ δειχνει πρασινο φωσ… ποια υποχρεωση εχετε». Immediately after it, the document lists the correct answer «να παραχωρησετε προτεραιοτητ"
greekmmlu:2883,0c84f0420e92bc91b63c16a0708c554a13a7937ebde82c6421ac8d4547ea38f6,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «καποια απο τα κατεξοχην φορτια που μεταφερονται με πλοια ειναι». Immediately after it, the document lists the correct option «το πετρελαιο, τα δημητριακα, τα μεταλλευματα σιδηρου» and"
greekmmlu:2859,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_only,2,TOPIC_OVERLAP,True,False,False,False,True,False,"The marked q_stem is the benchmark stem verbatim: «ορισμενα οχηματα εξαιρουνται απο τον ευρωπαικο κανονισμο 561/2006...». It is inside an MCQ-like sequence, but the marked option is only a partial substring; the adjacent full option says «...το μηκος"
greekmmlu:2884,0054a95c732bba80694a3c2aba7e2433235528f6559e9eea1931a0247cb2cc54,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο match περιέχει σχεδόν αυτούσιο το stem «εντοσ ενοσ οχηματοσ, η εργονομια επιτελει ιδιαιτερα σημαντικο ρολο» και αμέσως μετά το σωστό «στη διευκολυνση τησ οδηγησησ και στην ασφαλεια». Βρίσκεται μέσα σε συνεχόμενη ακολουθία ερωτήσεων οδήγ"
greekmmlu:2874,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked span περιέχει αυτούσιο το ερώτημα «μεταξυ των απαιτουμενων πληροφοριακων στοιχειων... δεν ειναι» και αμέσως μετά παραθέτει επιλογές: «η οικογενειακη κατασταση», «το ειδοσ του χρησιμοποιουμενου ταξιδιωτικου εγγραφου», «το πληρεσ ονοματεπωνυμ"
greekmmlu:2853,08a1932e2555136a3074e88856bb7fae1e9551cebdaa885181254fa338fad1df,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,Το marked span περιέχει αυτούσιο το ερώτημα «σε ποιο λογο μπορει να οφειλεται η δυσκολια του χειρισμου του τιμονιου...» και αμέσως μετά εμφανίζει επιλογές απάντησης με μορφή quiz μετά από άνω-κάτω τελεία. Δίπλα στο ερώτημα υπάρχουν τόσο η σωστή επιλο
greekmmlu:2887,061a4c6aa7e9ac63486bc666f4f3c12ec610ec19b8d7307e286e3833ef7f2682,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το επισημασμένο q_stem βρίσκεται αυτούσιο μέσα σε αριθμημένη ερώτηση πολλαπλής επιλογής: «135. υπαρχει δυνατοτητα εισπραξησ επιταγησ πριν την ημερομηνια...». Αμέσως ακολουθούν επιλογές a/b/γ/δ, με επισημασμένη τη σωστή απάντηση «ναι, αφου η επιταγη ε"
greekmmlu:2894,0ba51f5a7f17201b0126a37d7a348ec84510470e0204cadfb3be9696933e098b,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark question essentially verbatim: «η κατασταση τησ υγειασ σασ... φαρμακα... επηρεαζουν την οδηγηση σασ. θα πρεπει να συμβουλευτειτε». Immediately after it, the document lists the answer options, including the corre"
greekmmlu:2889,061a4c6aa7e9ac63486bc666f4f3c12ec610ec19b8d7307e286e3833ef7f2682,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημαδεμένο απόσπασμα βρίσκεται ακριβώς σε ακολουθία εξεταστικών ερωτήσεων: «47. η δημοσιοτητα τησ ε.π.ε. πραγματοποιειται με: a... b... γ... δ...». Το stem εμφανίζεται ουσιαστικά verbatim και αμέσως ακολουθούν οι επιλογές, με τις λάθος επιλογές κα"
greekmmlu:2915,090de5425ad6d69e73a781899c04b575c47698b8ef52e5cd969d6273ff701513,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked q_stem περιέχει αυτούσιο το ερώτημα: «εαν καποιοσ οδηγοσ που κινειται στο αντιθετο ρευμα... τα φωτα πορειασ του». Αμέσως μετά εμφανίζονται οι δύο επιλογές σε μορφή ερωτήματος-απαντήσεων, με τη λάθος «αναβετε και τα δικα σασ φωτα πορειασ» κα"
