policy_evaluation_sample_id,source_doc_id,evaluation_tasks,evaluation_reasons,sampling_strata,candidate_error_type_ids,candidate_action,confidence,quality_bin,host,url,chars_before,doc_text_path,prior_review_label,prior_review_correct_action,review_label,review_correct_action,review_good_text_loss_risk,review_false_positive_reason,review_false_negative_error_ids,review_notes
pe_0247_25196ad85c,hplt::8_1.jsonl.zst::13b984c85f1f30f13a3c9ddd8124285e,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.16080402010050251,8,www.dimokratianews.gr,https://www.dimokratianews.gr/dimokratia/orkomosia-mpakogianni-stin-akadimia-platonos-me-polloys-symvolismoys-alla-kai-paratragoyda/,1990,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/25196ad85c9b09ff.txt,,,,,,,[],
pe_0248_d9e7d18c99,hplt::8_1.jsonl.zst::157f458bde6e813d19505f4528f7154c,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.2547610681658468,8,www.goalpost.gr,https://www.goalpost.gr/archives/7307,1765,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/d9e7d18c99a39838.txt,,,,,,,[],
pe_0249_6afdf118ad,hplt::8_1.jsonl.zst::15ebc61fa7ecf4097d854871b044cca8,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]","[""E004"", ""E017""]",quarantine,0.20851433536055602,8,maria-tsil.blogspot.com,http://maria-tsil.blogspot.com/2017/09/vankouver-3-public-market-grandville.html,4604,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6afdf118ad699ecd.txt,,,,,,,[],
pe_0250_30445393fb,hplt::8_1.jsonl.zst::16073a4688a18d9f697b5ccdd026cf0e,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.18306636155606407,8,www.infowoman.gr,https://www.infowoman.gr/i-senariografos-ton-agrion-melisson-egrapse-ena-mythistorima-epochis-pou-prepei-na-diavaseis/,1311,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/30445393fbb202ec.txt,,,,,,,[],
pe_0251_3b441b5179,hplt::8_1.jsonl.zst::1649c2a71be507e05291dad0857db1bb,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E004"", ""E017""]",quarantine,0.21586263286999183,8,www.ebeth.gr,"http://www.ebeth.gr/pages/details/proteraiotita-to-sumferon-ton-boreioelladikon-epixeiriseon-sxetika-me-ta-dikaiomata-epi-simaton-pou-periexoun-to-onoma-makedonia-294567133,31465",15899,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/3b441b51794e2e32.txt,,,,,,,[],
pe_0252_cf18023548,hplt::8_1.jsonl.zst::16e145271b8ae9081d7715c7c114e705,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.34476190476190477,8,www.care.gr,https://www.care.gr/post/3744/i-poikilia-sta-geymata-isos-den-symvadizei-me-ti-diaita,1735,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/cf18023548c3d99b.txt,,,,,,,[],
pe_0253_8ca56932ad,hplt::8_1.jsonl.zst::1700995aa5a2ed9aa27081a6ff10b65c,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.12095032397408208,8,pylinews.gr,http://pylinews.gr/%CE%BA%CE%B5%CE%B4%CE%B5-%CE%B4%CF%85%CE%BD%CE%B1%CF%84%CE%AE-%CE%B1%CF%85%CF%84%CE%BF%CE%B4%CE%B9%CE%BF%CE%AF%CE%BA%CE%B7%CF%83%CE%B7-%CE%B9%CF%83%CF%87%CF%85%CF%81%CE%AD%CF%82-%CF%84%CE%BF%CF%80/,2315,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/8ca56932ad70c045.txt,,,,,,,[],
pe_0254_6207d36cdb,hplt::8_1.jsonl.zst::1707a4133786533a80459f0e85296f99,"[""host_hotspot_review""]","[""host_hotspot_nomoi.info""]","[""host_hotspot_nomoi.info""]","[""E015""]",quarantine,1.0,8,nomoi.info,https://nomoi.info/%CE%A6%CE%95%CE%9A-%CE%91-41-2002-%CF%83%CE%B5%CE%BB-1.html,4515,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6207d36cdba8d032.txt,,,,,,,[],
pe_0255_523cb7a2db,hplt::8_1.jsonl.zst::1765fbea45e93f84807e6d92290afef8,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.154939936258887,8,patratora.news,https://patratora.news/%CE%B4%CF%85%CF%84%CE%B9%CE%BA%CE%B7-%CE%B5%CE%BB%CE%BB%CE%B1%CE%B4%CE%B1/%CE%BD%CE%AD%CE%B1-%CE%B1%CF%80%CE%AC%CF%84%CE%B7-%CE%B2%CF%81%CE%AE%CE%BA%CE%B5-%CF%84%CE%B7%CE%BD-%CE%B7%CE%BB%CE%B9%CE%BA%CE%B9%CF%89%CE%BC%CE%AD%CE%BD%CE%B7-%CF%83%CE%B5-%CE%B4%CF%81%CF%8C%CE%BC/,4079,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/523cb7a2dbb38ba6.txt,,,,,,,[],
pe_0256_ca62e57323,hplt::8_1.jsonl.zst::1775cc09336048448c4bd4ed210d39fc,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.14264834843612978,8,www.xanthinea.gr,https://www.xanthinea.gr/2020/06/ergani-ekrixi-ton-apolyseon-apo-tis-22-maioy.html,3421,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/ca62e57323174850.txt,,,,,,,[],
pe_0257_84aeb7a56b,hplt::8_1.jsonl.zst::17c0da05ac4ca6f47b459416316d53d8,"[""error_precision_E010"", ""host_hotspot_review""]","[""candidate_error_E010"", ""host_hotspot_blogs.pathfinder.gr""]","[""error_precision_E010"", ""host_hotspot_blogs.pathfinder.gr""]","[""E004"", ""E009"", ""E010"", ""E017""]",quarantine,0.43450097164781504,8,blogs.pathfinder.gr,http://blogs.pathfinder.gr/?tag=16778,20069,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/84aeb7a56b63458c.txt,,,,,,,[],
pe_0258_bfef0389f9,hplt::8_1.jsonl.zst::187dc32ee17fcee47880521ba3082ec8,"[""false_negative_control""]","[""keep_no_candidate_or_borderline""]","[""false_negative_controls""]",[],keep,0.3396030589949017,8,tourkikanea.gr,http://tourkikanea.gr/2013/05/bicak-8/,1749,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/bfef0389f9379136.txt,,,,,,,[],
pe_0259_410e0d3820,hplt::8_1.jsonl.zst::190dd8c3f94e805ddb9b17b55a1681cf,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E004"", ""E017""]",quarantine,0.23101155057752887,8,www.agronews.gr,http://www.agronews.gr/business/ependutika-projects/?pg=2,11428,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/410e0d3820d49fb6.txt,,,,,,,[],
pe_0260_65a39c2357,hplt::8_1.jsonl.zst::1938b4e3b374c03aaf6de2b0e1bce6f0,"[""action_precision_trim_span""]","[""candidate_action_trim_span""]","[""action_precision_trim_span""]","[""E006"", ""E007""]",trim_span,0.6151436781609195,8,www.skroutz.gr,https://www.skroutz.gr/s/174088/%CE%A1%CE%B5%CF%8C%CE%BD%CF%84%CF%89%CE%BD-%CE%AD%CE%BB%CE%B5%CE%B3%CF%87%CE%BF%CF%82.html,1726,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/65a39c2357b70b32.txt,,,,,,,[],
pe_0261_5e10a743f1,hplt::8_1.jsonl.zst::19902f8795ebc733d6a6db973704a2ed,"[""action_precision_trim_span"", ""error_precision_E006""]","[""candidate_action_trim_span"", ""candidate_error_E006""]","[""action_precision_trim_span"", ""error_precision_E006""]","[""E006"", ""E007"", ""E009""]",trim_span,0.7158333333333333,8,psterpnis.blogspot.com,http://psterpnis.blogspot.com/2014/04/facebook.html,3916,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5e10a743f17c04d3.txt,true_positive,trim_span,true_positive,trim_span,low,,[],Classic prefix-plus-suffix site chrome around a coherent article. Suitable only for reviewed shadow-span materialization.
pe_0262_dac39a0271,hplt::8_1.jsonl.zst::19aa4d00f57655e276ef98b960a3c48d,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.16275984077841663,8,www.thrakitoday.com,https://www.thrakitoday.com/2020/03/dep.html,2261,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/dac39a0271c8f1fa.txt,,,,,,,[],
pe_0263_e43a3307ce,hplt::8_1.jsonl.zst::19c519f587451ca84a4201043d912485,"[""error_precision_E004""]","[""candidate_error_E004""]","[""error_precision_E004""]","[""E004"", ""E006"", ""E007"", ""E009"", ""E010"", ""E017"", ""E019""]",quarantine,0.5932843137254902,8,www.insomnia.gr,https://www.insomnia.gr/leaderboard/?in=forums-pid&time=week,9454,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e43a3307ce9130f4.txt,true_positive,drop_doc,true_positive,drop_doc,low,,[],Forum/search/popular-content page with menu filters and many snippets/comments; no stable main body.
pe_0264_404ec3de76,hplt::8_1.jsonl.zst::19f8c9312f6409f78f360fe0ff712584,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E010""]",quarantine,0.16892097264437692,8,aroomfullofcards.blogspot.com,https://aroomfullofcards.blogspot.com/2017/08/fyshxe-aeras-kalokairinos-marathonios-dhmioyrgikothtas.html,3303,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/404ec3de7634ab3d.txt,,,,,,,[],
pe_0265_193847c156,hplt::8_1.jsonl.zst::1ab2c285a7c2dc0d15dd32afe4dce0c3,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E010""]",quarantine,0.3037974683544304,8,dev.kathimerini.gr,https://dev.kathimerini.gr/k/sunday-edition/769121/trampa-trampalizomai-pefto-kai-tsakizomai/,4582,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/193847c1560388c9.txt,,,,,,,[],
pe_0266_8d6529b842,hplt::8_1.jsonl.zst::1b192d15a6511a4b0f36ebf26c85ae3d,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.18529411764705883,8,komothnh.wordpress.com,https://komothnh.wordpress.com/2008/05/23/%CE%BF-%CE%B3%CE%B3-%CE%B1%CE%BC%CE%B8-%CF%83%CF%84%CE%B7%CE%BD-%CE%B5%CE%BA%CE%B8%CE%B5%CF%83%CE%B7-%C2%AB%CE%B8%CF%81%CE%B1%CE%BA%CE%B7-2008%C2%BB/,2720,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/8d6529b8425417fd.txt,,,,,,,[],
pe_0267_f624705470,hplt::8_1.jsonl.zst::1b7c88517138c9167ca7c8613b8a83f8,"[""error_precision_E011"", ""error_precision_E012""]","[""candidate_error_E011"", ""candidate_error_E012""]","[""error_precision_E011"", ""error_precision_E012""]","[""E009"", ""E010"", ""E011"", ""E012""]",quarantine,0.557640625,8,averoph.wordpress.com,https://averoph.wordpress.com/tag/%ce%ac%ce%b3%ce%b9%ce%bf%cf%82-%ce%ba%ce%bf%cf%83%ce%bc%ce%ac%cf%82-%ce%bf-%ce%b1%ce%b9%cf%84%cf%89%ce%bb%cf%8c%cf%82/,17445,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/f6247054709062a0.txt,,,,,,,[],
pe_0268_5f1b587b98,hplt::8_1.jsonl.zst::1ba0c2386af14974ae413c3ca8236361,"[""error_precision_E010""]","[""candidate_error_E010""]","[""error_precision_E010""]","[""E004"", ""E010"", ""E017""]",quarantine,0.33260924475877746,8,el.m.wikipedia.org,https://el.m.wikipedia.org/wiki/Digea,19795,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5f1b587b980c51a8.txt,,,,,,,[],
pe_0269_aaaefd95df,hplt::8_1.jsonl.zst::1ba6cd70ed8e3263dad58c01b3ba8124,"[""action_precision_quarantine""]","[""candidate_action_quarantine""]","[""action_precision_quarantine""]","[""E004"", ""E007"", ""E010"", ""E017"", ""E019""]",quarantine,0.253125,8,www.makarios.eu,https://www.makarios.eu/cgibin/hweb?-A=10144&-V=fakelloi,120393,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/aaaefd95dfc076f0.txt,,,,,,,[],
pe_0270_61776dbf30,hplt::8_1.jsonl.zst::1c5553c08a71c36532ba530caeddd526,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.17817371937639198,8,www.motornews.gr,http://www.motornews.gr/18255/citroen-ds-divine-concept/,898,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/61776dbf30ad1b22.txt,,,,,,,[],
pe_0271_78cc415c14,hplt::8_1.jsonl.zst::1c7df2f5b024b9bf31e5cc4b618c5d30,"[""host_hotspot_review""]","[""host_hotspot_www.onalert.gr""]","[""host_hotspot_www.onalert.gr""]",[],keep,0.2388888888888889,8,www.onalert.gr,http://www.onalert.gr/stories/O_kGioynkerparembainei_kai_stis_ellhnikes_kalpesmilontas_gia_thn_epomenh_kybernhsh/12559,2880,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/78cc415c14c7a491.txt,,,,,,,[],
pe_0272_e93b254aef,hplt::8_1.jsonl.zst::1d149e43ff6b51f76b72c0535e736f1d,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.2358937022206043,8,giorgospantagias.gr,http://giorgospantagias.gr/%CF%83%CE%B1%CE%BB%CF%8C%CF%82-%CE%B8%CE%B5%CE%BF%CF%8D-%CE%BF-%CE%BC%CF%85%CF%83%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%BC%CE%AF%CE%BA%CE%B7%CF%82/,2747,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e93b254aefa498ca.txt,,,,,,,[],
pe_0273_2c07210c14,hplt::8_1.jsonl.zst::1d305202684f965eb457fa375370386d,"[""error_precision_E003"", ""error_precision_E004""]","[""candidate_error_E003"", ""candidate_error_E004""]","[""error_precision_E003"", ""error_precision_E004""]","[""E003"", ""E004"", ""E017""]",quarantine,0.5126984126984127,8,old.isotita.gr,http://old.isotita.gr/index.php/news/2657?theme=print,6529,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/2c07210c144862fd.txt,false_positive,keep,false_positive,keep,high,Candidate list/url signals are false positives.,[],Same doc as prior pilot: legal/admin reference text and URLs are valid content.
pe_0274_a38b91fc30,hplt::8_1.jsonl.zst::1d53d1b1a8dcd332a8a9ec99cb41e76d,"[""host_hotspot_review""]","[""host_hotspot_www.frontpages.gr""]","[""host_hotspot_www.frontpages.gr""]","[""E014""]",quarantine,0.5950507614213197,8,www.frontpages.gr,https://www.frontpages.gr/d/20201103/465/SporTime,1730,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/a38b91fc30ec414a.txt,,,,,,,[],
pe_0275_14f20b609f,hplt::8_1.jsonl.zst::1efeb519108abdf3b2f568489f927e5e,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]","[""E010""]",quarantine,0.36009844285484277,8,www.koutipandoras.gr,https://www.koutipandoras.gr/article/synenteyxi-eleni-roda,43477,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/14f20b609fd8d483.txt,,,,,,,[],
pe_0276_ce5d40f042,hplt::8_1.jsonl.zst::1f0ec772649117e5d9e3abc40b4c222e,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.18566348493355792,8,strevinas.gr,https://strevinas.gr/%CE%B1%CF%86%CE%B1%CE%AF%CF%81%CE%B5%CF%83%CE%B7-%CF%83%CF%80%CE%AF%CE%BB%CF%89%CE%BD/,5343,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/ce5d40f042b18dda.txt,,,,,,,[],
pe_0277_514d8f4322,hplt::8_1.jsonl.zst::20b5b15b8f661eabdcb26bf0d6b84dbe,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.28157894736842104,8,rejected.gr,http://rejected.gr/subs/views/events/gialenios-zogia.html,3040,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/514d8f43221f5696.txt,,,,,,,[],
pe_0278_fce3268279,hplt::8_1.jsonl.zst::20f34ec4ba7e49d0563cb250578ab0ed,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.19474196689386564,8,velouchiotis.blogspot.gr,http://velouchiotis.blogspot.gr/search?updated-max=2014-04-22T12:42:00-07:00&max-results=7,2054,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/fce3268279df5cf4.txt,,,,,,,[],
pe_0279_636a0ad98a,hplt::8_1.jsonl.zst::210eaac56bac98a969438b5dc41b5ebc,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]",[],keep,0.1775754126351736,8,www.e-artas.gr,https://www.e-artas.gr/poious-tha-elegxei-i-eforia-kata-proteraiotita-oli-i-apofasi/,1757,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/636a0ad98a73c26e.txt,,,,,,,[],
pe_0280_d208c3509c,hplt::8_1.jsonl.zst::22143df7437e90a19a45171ba6b28eab,"[""wds_bin_8_review""]","[""wds_bin_8_stratum""]","[""wds_bin_8""]",[],keep,0.2518783542039356,8,www.youmagazine.gr,http://www.youmagazine.gr/wordpress/2014/05/the-mysterious-objects-of-ancient-samos/,11180,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/d208c3509c48ae67.txt,,,,,,,[],
pe_0281_b60a65e3a2,hplt::8_1.jsonl.zst::23841e8423ac0010fb8a13576aca1e3f,"[""error_precision_E010""]","[""candidate_error_E010""]","[""error_precision_E010""]","[""E010""]",quarantine,0.41159799433180727,8,roadspirit.wordpress.com,https://roadspirit.wordpress.com/2008/05/31/serresmay2008-highlights/,4587,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/b60a65e3a243c273.txt,,,,,,,[],
pe_0282_d487199cdd,hplt::8_1.jsonl.zst::23a4c058c770fb6d590a5c8d54f7f715,"[""global_prevalence_review""]","[""global_random_sample""]","[""global_prevalence""]","[""E010""]",quarantine,0.23430962343096234,8,menoumethess.gr,https://menoumethess.gr/tag/%CF%83%CF%85%CE%BC%CF%86%CF%89%CE%BD%CE%AF%CE%B1-%CF%84%CF%89%CE%BD-%CF%80%CF%81%CE%B5%CF%83%CF%80%CF%8E%CE%BD/,1912,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/d487199cdd5cd9dd.txt,,,,,,,[],
pe_0283_fb89f758da,hplt::8_1.jsonl.zst::23cac0b62f5e2801cc93e233e75434be,"[""action_precision_quarantine"", ""host_hotspot_review""]","[""candidate_action_quarantine"", ""host_hotspot_issuu.com""]","[""action_precision_quarantine"", ""host_hotspot_issuu.com""]","[""E004"", ""E010"", ""E017"", ""E019""]",quarantine,0.253125,8,issuu.com,https://issuu.com/aluminium-magazine/docs/e-book_1023,177971,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/fb89f758da55b7c4.txt,,,,,,,[],
pe_0284_aebf4b92a0,hplt::8_1.jsonl.zst::240963a905d6ef44521d99e9f0020ee0,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.28610294117647056,8,www.newsit.com.cy,https://www.newsit.com.cy/el/ritm-bajdena-na-kipre-istoricheskij-vizit-vicze-prezidenta-ssha-foto-video-novosti/,7207,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/aebf4b92a058ec31.txt,,,,,,,[],
pe_0285_085ff3626e,hplt::8_1.jsonl.zst::24236636304fab349c26ff6fdff1661d,"[""error_precision_E020""]","[""candidate_error_E020""]","[""error_precision_E020""]","[""E015"", ""E020""]",keep,0.6091343283582089,8,melesoft.com,http://melesoft.com/bayonetta-vanquish-10th-anniversary-bundle-launch-edition-ps4,788,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/085ff3626e1527d3.txt,false_positive,keep,false_positive,keep,high,E020/E015 are false-positive signals on valid short content.,[],Same doc as prior pilot: short software/tutorial text is coherent and should be kept.
pe_0286_5393ca4e9d,hplt::8_1.jsonl.zst::242a239888451f554929d4d332562788,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.18770721754654424,8,www.typosthes.gr,http://www.typosthes.gr/culture/13085-bilbao---street-art--stigma-lab,3921,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5393ca4e9ddb7efa.txt,,,,,,,[],
pe_0287_dfe4ec71eb,hplt::8_1.jsonl.zst::24859d27411ccea95d4bcca2e07bb878,"[""host_hotspot_review""]","[""host_hotspot_blogs.sch.gr""]","[""host_hotspot_blogs.sch.gr""]","[""E017""]",quarantine,0.4275062137531069,8,blogs.sch.gr,https://blogs.sch.gr/papakon/2014/11/22/%CE%BF%CE%B9-%CE%B4%CE%B9%CE%B1%CF%84%CF%81%CE%BF%CF%86%CE%B9%CE%BA%CE%AD%CF%82-%CF%83%CF%85%CE%BD%CE%AE%CE%B8%CE%B5%CE%B9%CE%B5%CF%82-%CF%84%CF%89%CE%BD-%CE%BC%CE%B1%CE%B8%CE%B7%CF%84%CF%8E%CE%BD/,7242,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/dfe4ec71eb593faa.txt,,,,,,,[],
pe_0288_0056d36b4b,hplt::8_1.jsonl.zst::2590038359c0880505150fe7c3e981e0,"[""false_negative_control"", ""global_prevalence_review""]","[""global_random_sample"", ""keep_no_candidate_or_borderline""]","[""false_negative_controls"", ""global_prevalence""]",[],keep,0.17152658662092624,8,www.mediamarkt.gr,http://www.mediamarkt.gr/el/product/_indesit-itwa-51052-w-eu-1153485.html,1166,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/0056d36b4b34eed7.txt,,,,,,,[],
