review_queue_id,source_doc_id,review_tasks,priority_reasons,candidate_error_type_ids,candidate_action,confidence,quality_bin,host,url,chars_before,doc_text_path,review_label,review_true_error_type_ids,review_correct_action,review_good_text_loss_risk,review_false_positive_reason,review_false_negative_error_ids,review_notes
rq_0098_35a9138cda,hplt::8_1.jsonl.zst::a3638a76560056110ab5b1823fa2ef84,"[""destructive_action_review"", ""precision_E015"", ""precision_E016""]","[""candidate_action_drop_doc"", ""candidate_error_E015"", ""candidate_error_E016""]","[""E004"", ""E010"", ""E015"", ""E016"", ""E017""]",drop_doc,1.0,8,eydi.20plus1.de,http://eydi.20plus1.de/tainies-kai-seires-online.html,29410,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/35a9138cdad0f46c.txt,,[],,,,[],
rq_0099_fccc33a65e,hplt::8_1.jsonl.zst::aa41f934f3399cf739503068ef785fc1,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.36525771357232034,8,www.trikalaerevna.gr,https://www.trikalaerevna.gr/fantastiko-ypertheama-sto-katamesto-ypaithrio-theatro-apo-ton-choreftiko-omilo-trikalon/,5607,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/fccc33a65e760677.txt,,[],,,,[],
rq_0100_0e1550d9f2,hplt::8_1.jsonl.zst::ad79ddaf9cf2afa7a026bedc4b78f033,"[""precision_E014""]","[""candidate_error_E014""]","[""E005"", ""E014""]",quarantine,0.5032176121930567,8,www.bloko.gr,https://www.bloko.gr/2023/01/blog-post_1509.html,5843,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/0e1550d9f25a4f43.txt,,[],,,,[],
rq_0101_62848fa531,hplt::8_1.jsonl.zst::ad871f6f44fe6ed76a0915efe953b99d,"[""precision_E004""]","[""candidate_error_E004""]","[""E004"", ""E017""]",quarantine,0.5428571428571428,8,www.arttravel.gr,http://www.arttravel.gr/arttravel-best/secrets/15-%CE%AC%CE%B3%CE%BD%CF%89%CF%83%CF%84%CE%B1-%CF%87%CF%89%CF%81%CE%B9%CE%AC-%CF%84%CE%B7%CF%82-%CE%B5%CF%85%CF%81%CF%8E%CF%80%CE%B7%CF%82.aspx,9140,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/62848fa531b9936e.txt,,[],,,,[],
rq_0102_2c759ab707,hplt::8_1.jsonl.zst::b01162e9ac056e022faafce5392a2f40,"[""precision_E019""]","[""candidate_error_E019""]","[""E006"", ""E007"", ""E009"", ""E010"", ""E019""]",quarantine,0.6053409090909091,8,dialogoi.enet.gr,http://dialogoi.enet.gr/post/%CE%BC%CF%85%CE%BE%CE%BF%CF%80%CE%B1%CF%81%CE%B8%CE%AD%CE%BD%CE%B5%CF%82-%CE%BA%CE%B1%CE%B9-%CE%B2%CE%BB%CE%B1%CF%87%CE%BF%CF%83%CF%85%CE%BC%CF%80%CE%AD%CE%B8%CE%B5%CF%81%CE%BF%CE%B9,3604,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/2c759ab70714a43b.txt,,[],,,,[],
rq_0103_295ef9d405,hplt::8_1.jsonl.zst::b099e2b31dea18d264d52b7bbb92dbaa,"[""destructive_action_review"", ""precision_E015""]","[""candidate_action_drop_doc"", ""candidate_error_E015""]","[""E014"", ""E015""]",drop_doc,1.0,8,nomoi.info,http://nomoi.info/%CE%A6%CE%95%CE%9A-%CE%91-272-1996-%CF%83%CE%B5%CE%BB-46.html,2756,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/295ef9d4054f1557.txt,,[],,,,[],
rq_0104_e313c8b24b,hplt::8_1.jsonl.zst::b3e75924958488bfff7b865e7a7a140a,"[""destructive_action_review"", ""precision_E009"", ""precision_E016""]","[""candidate_action_drop_doc"", ""candidate_error_E009"", ""candidate_error_E016""]","[""E009"", ""E010"", ""E016"", ""E017""]",drop_doc,0.31787109375,8,www.mixtape.gr,http://www.mixtape.gr/esi-se-pies-sinavlies-tha-pas-afto-to-fthinoporo-noemvrios-2/,16384,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e313c8b24b4b0211.txt,,[],,,,[],
rq_0105_3c8d10efed,hplt::8_1.jsonl.zst::b48b14de4d7e9b516c3e7b7ef1c22348,"[""false_negative_control""]","[""global_random_no_candidate_error""]",[],keep,0.21311475409836064,8,www.epsm24.gr,https://www.epsm24.gr/%CE%B4%CE%AC%CF%86%CE%BD%CE%B7-%CE%B1%CE%BA%CF%81%CE%BF%CF%80%CE%BF%CF%84%CE%AC%CE%BC%CE%BF%CF%85-%CF%84%CE%B9%CE%BC%CF%89%CF%81%CE%B7%CE%B8%CE%AE%CE%BA%CE%B1%CE%BC%CE%B5-7-%CE%B1%CE%B3%CF%89/,1952,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/3c8d10efed40566f.txt,,[],,,,[],
rq_0106_7566b00fd3,hplt::8_1.jsonl.zst::b5987bb3765c172f215aaf70888f9bc3,"[""precision_E017""]","[""candidate_error_E017""]","[""E017""]",quarantine,0.1409961685823755,8,greece.hondrogel-official.site,https://greece.hondrogel-official.site/%CF%80%CF%8C%CE%BB%CE%B5%CE%B9%CF%82/%CE%BC%CE%B1%CE%BB%CE%BB%CE%B9%CE%AC,1305,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/7566b00fd3ed9f13.txt,,[],,,,[],
rq_0107_7a73d23dc0,hplt::8_1.jsonl.zst::b62ddc42531255732ef35d984091feb3,"[""precision_E011"", ""precision_E012"", ""precision_E019""]","[""candidate_error_E011"", ""candidate_error_E012"", ""candidate_error_E019""]","[""E006"", ""E007"", ""E009"", ""E010"", ""E011"", ""E012"", ""E019""]",quarantine,0.5942875000000001,8,oxtapus.wordpress.com,https://oxtapus.wordpress.com/tag/%CE%B5%CF%81%CE%B3%CE%B1-%CF%80%CE%B1%CF%83%CE%BF%CE%BA/,29172,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/7a73d23dc019766e.txt,,[],,,,[],
rq_0108_983ce3e176,hplt::8_1.jsonl.zst::b74ca96796d9462f61fe449d8353d638,"[""precision_E020""]","[""candidate_error_E020""]","[""E015"", ""E020""]",keep,0.8199426021524192,8,vivafm.com,http://vivafm.com/el/MusicBox/,1194,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/983ce3e1763e9662.txt,,[],,,,[],
rq_0109_a4650871d2,hplt::8_1.jsonl.zst::b81ea2ac19272a7b416e922bba60e3d7,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.2575876211782252,8,www.savoirville.gr,https://www.savoirville.gr/readers-list-oktovrios-2020/,3524,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/a4650871d29508ea.txt,,[],,,,[],
rq_0110_106dadf101,hplt::8_1.jsonl.zst::ba9aee74a139ecf9d10c4923915f8c9c,"[""false_negative_control""]","[""global_random_no_candidate_error""]",[],keep,0.17360937889748068,8,www.liberal.gr,https://www.liberal.gr/news/epifulaktikoi-oi-eidikoi-gia-arsi-tou-lockdown-stis-7-dekembriou/339561,4009,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/106dadf1013af459.txt,,[],,,,[],
rq_0111_1403452f69,hplt::8_1.jsonl.zst::bb28f4756a73ebdf9cf8acaf5058a174,"[""false_negative_control""]","[""global_random_no_candidate_error""]",[],keep,0.1283659166359277,8,www.akourtis.gr,https://www.akourtis.gr/monodiamerismatiki-arthroplastiki-gonatos/,5422,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1403452f699fea47.txt,,[],,,,[],
rq_0112_0f903572a2,hplt::8_1.jsonl.zst::bc79ea63cbd7ae0463934e67ff7c4182,"[""precision_E015""]","[""candidate_error_E015""]","[""E015""]",quarantine,0.684184892897407,8,www.nyc.gr,https://www.nyc.gr/about-nyc/news/nea/unyp-external-advisory-board-meeting,2094,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/0f903572a25e880e.txt,,[],,,,[],
rq_0113_4bd8534460,hplt::8_1.jsonl.zst::bef4b12a65a9b5bb92c7aaac345bfd25,"[""precision_E012""]","[""candidate_error_E012""]","[""E004"", ""E010"", ""E011"", ""E012"", ""E017""]",quarantine,0.4197916666666667,8,kkeorganosiorestiadas.blogspot.com,http://kkeorganosiorestiadas.blogspot.com/2011/12/,84568,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/4bd853446068ce0b.txt,,[],,,,[],
rq_0114_a62fbc17f5,hplt::8_1.jsonl.zst::bf4fbf9cb9c98a033e41805dbb4fe8ff,"[""precision_E014""]","[""candidate_error_E014""]","[""E014""]",keep,0.351937441643324,8,blog.kotsovolos.gr,https://blog.kotsovolos.gr/tag/jbl/,1475,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/a62fbc17f5345ebe.txt,,[],,,,[],
rq_0115_aa16f781c6,hplt::8_1.jsonl.zst::c073a25d84c6f372caac50acee44f305,"[""precision_E010""]","[""candidate_error_E010""]","[""E004"", ""E006"", ""E007"", ""E008"", ""E010"", ""E015"", ""E017""]",quarantine,0.7203973064461706,8,www.hwbox.gr,https://www.hwbox.gr/forum/index.php?/tags/lyndonville/,42046,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/aa16f781c6bfa6f7.txt,,[],,,,[],
rq_0116_c08b075ec1,hplt::8_1.jsonl.zst::c1406f9133d8305aef6a660465bb19d3,"[""precision_E011"", ""precision_E012""]","[""candidate_error_E011"", ""candidate_error_E012""]","[""E004"", ""E010"", ""E011"", ""E012"", ""E017""]",quarantine,0.5567937500000001,8,thriskeftika.blogspot.gr,http://thriskeftika.blogspot.gr/2016/12/,17174,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/c08b075ec1550a67.txt,,[],,,,[],
rq_0117_c595bcc5cf,hplt::8_1.jsonl.zst::c17686c04bc1b21d5e8d1cf54a26ad5a,"[""precision_E019""]","[""candidate_error_E019""]","[""E007"", ""E009"", ""E010"", ""E017"", ""E019""]",quarantine,0.2547302071533518,8,www.airbnb.gr,https://www.airbnb.gr/s/Milos--%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1,89161,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/c595bcc5cf973e4d.txt,,[],,,,[],
rq_0118_4b83ebd06c,hplt::8_1.jsonl.zst::c5e33938bc883d1c10371c3f1537bdbe,"[""precision_E008""]","[""candidate_error_E008""]","[""E004"", ""E006"", ""E007"", ""E008"", ""E009"", ""E017""]",quarantine,0.6332403192822746,8,www.safer-internet.gr,https://www.safer-internet.gr/pos-na-katalavete-an-einai-apati-enas-diagonismos-sto-fb/,10106,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/4b83ebd06c88742b.txt,,[],,,,[],
rq_0119_1f4fc6bdcd,hplt::8_1.jsonl.zst::cbd59263db58339e498587efed215d6c,"[""precision_E006"", ""precision_E007"", ""precision_E009""]","[""candidate_error_E006"", ""candidate_error_E007"", ""candidate_error_E009""]","[""E004"", ""E006"", ""E007"", ""E009"", ""E017""]",quarantine,0.8250641038968239,8,deals247.gr,http://deals247.gr/health/-/popular,16033,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1f4fc6bdcd2334d7.txt,,[],,,,[],
rq_0120_1ab7168180,hplt::8_1.jsonl.zst::ccf561cf85926442aceb761b09e53dda,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.26591549295774647,8,www.orthodoxianewsagency.gr,https://www.orthodoxianewsagency.gr/mitropolitiko_ergo/%CE%B9-%CE%BC-%CE%BD%CE%AD%CE%B1%CF%82-%CE%B9%CF%89%CE%BD%CE%AF%CE%B1%CF%82-%CE%BA%CE%B1%CE%B9-%CF%86%CE%B9%CE%BB%CE%B1%CE%B4%CE%B5%CE%BB%CF%86%CE%B5%CE%AF%CE%B1%CF%82/o-mitr-n-ionias-eylogise-tis-ergasies-tou-ypogeiou-dimotikou-parking/,1775,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1ab7168180217886.txt,,[],,,,[],
rq_0121_6a16ecced0,hplt::8_1.jsonl.zst::d05983c775d380fbecc245f4a72cb66c,"[""destructive_action_review"", ""precision_E005"", ""precision_E014""]","[""candidate_action_drop_doc"", ""candidate_error_E005"", ""candidate_error_E014""]","[""E005"", ""E010"", ""E014""]",drop_doc,1.0,8,alopsis.gr,http://alopsis.gr/modules.php?name=News&file=print&sid=1538,6909,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6a16ecced09cbdd2.txt,,[],,,,[],
rq_0122_1640b2f2f3,hplt::8_1.jsonl.zst::d2582d393d5b1fe7ec5b0d7f90d2be1c,"[""precision_E006""]","[""candidate_error_E006""]","[""E006"", ""E007"", ""E008"", ""E009"", ""E010"", ""E017""]",quarantine,0.6322733918128655,8,www.radioin.gr,http://www.radioin.gr/,44718,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/1640b2f2f3583190.txt,,[],,,,[],
rq_0123_bc17b31bae,hplt::8_1.jsonl.zst::d4021f1c22545848a94542f72b62f1ae,"[""precision_E009""]","[""candidate_error_E009""]","[""E009"", ""E010"", ""E017""]",quarantine,0.253125,8,disy.org.cy,http://disy.org.cy/2011/,445561,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/bc17b31bae5ac721.txt,,[],,,,[],
rq_0124_c919e35fdf,hplt::8_1.jsonl.zst::d49d3161fc2d73771c24501b7ed2bed6,"[""destructive_action_review""]","[""candidate_action_drop_doc""]","[""E005"", ""E010"", ""E014""]",drop_doc,1.0,8,pateress.blogspot.com,http://pateress.blogspot.com/2010/02/o.html,10926,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/c919e35fdf43717b.txt,,[],,,,[],
rq_0125_5b1a9bffb7,hplt::8_1.jsonl.zst::d55b32c8f8fec1a76437c69e95d4cf05,"[""precision_E005""]","[""candidate_error_E005""]","[""E005""]",quarantine,0.5609756097560976,8,gerontesmas.com,http://gerontesmas.com/%CE%B5%CF%80%CE%AF%CF%83%CE%BA%CE%B5%CF%88%CE%B7-%CF%84%CF%81%CE%B9%CF%8E%CE%BD-%CE%BC%CE%B7%CF%84%CF%81%CE%BF%CF%80%CE%BF%CE%BB%CE%B9%CF%84%CF%8E%CE%BD-%CF%84%CE%BF%CF%85-%CF%80%CE%B1%CF%84%CF%81/,984,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5b1a9bffb77fb05c.txt,,[],,,,[],
rq_0126_5a82ef0a30,hplt::8_1.jsonl.zst::d691eb18778186ae96e5c74514e5a33f,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.24305555555555555,8,www.paomprosta.gr,http://www.paomprosta.gr/el,3689,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5a82ef0a30aee31f.txt,,[],,,,[],
rq_0127_4db12b36b4,hplt::8_1.jsonl.zst::d8de953f60ef9c3c5d56734c20f8c7aa,"[""destructive_action_review"", ""precision_E008""]","[""candidate_action_trim_span"", ""candidate_error_E008""]","[""E006"", ""E007"", ""E008"", ""E015""]",trim_span,0.6450595238095238,8,psycatgames.com,https://psycatgames.com/el/name-generator/draenei/,5491,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/4db12b36b453d85b.txt,,[],,,,[],
rq_0128_4e798e371f,hplt::8_1.jsonl.zst::d91febfdfe4f0528f0e9214b06ed77d3,"[""destructive_action_review""]","[""candidate_action_trim_span""]","[""E006"", ""E007"", ""E009""]",trim_span,0.6029166666666668,8,www.webarticles.gr,http://www.webarticles.gr/tag/%cf%80%ce%bf%ce%b9%ce%bf%ce%b9-%ce%b5%ce%af%ce%bc%ce%b1%cf%83%cf%84%ce%b5,2220,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/4e798e371f4b892d.txt,,[],,,,[],
rq_0129_867840e6fd,hplt::8_1.jsonl.zst::dbe51d5808a66ee3ad8f59375668f4eb,"[""precision_E015""]","[""candidate_error_E015""]","[""E006"", ""E007"", ""E008"", ""E015""]",quarantine,0.5916666666666667,8,autoexec.gr,https://autoexec.gr/index.php?/tags/%CE%BC%CE%B1%CF%8D%CF%81%CE%B7%20%CE%BF%CE%B8%CF%8C%CE%BD%CE%B7/,1347,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/867840e6fdacf9dc.txt,,[],,,,[],
rq_0130_57fc236ee5,hplt::8_1.jsonl.zst::e34b9d0bc41d34e47fc7bc1485cbaba7,"[""precision_E007""]","[""candidate_error_E007""]","[""E006"", ""E007""]",quarantine,0.5907228915662651,8,ellas2.wordpress.com,https://ellas2.wordpress.com/2020/02/10/,4780,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/57fc236ee556e6cb.txt,,[],,,,[],
rq_0131_e904cf2593,hplt::8_1.jsonl.zst::e6066a6e6ee154d618d3313043db601f,"[""precision_E014""]","[""candidate_error_E014""]","[""E014""]",quarantine,0.4690471434278866,8,www.pillowfights.gr,https://www.pillowfights.gr/crazy-is-the-new-normal/an-itan-aplos-ena-enthoysiasmos-giati-dyskoleyesai-na-pas-parakato/,3142,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e904cf2593a4106b.txt,,[],,,,[],
rq_0132_50b92d5308,hplt::8_1.jsonl.zst::eb74c0da4eef88037017700c5fecf6b1,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.34375630421625986,8,www.imkythiron.gr,http://www.imkythiron.gr/index.php/354-eidiseis/4711-psifisma,4957,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/50b92d53086a8f2e.txt,,[],,,,[],
rq_0133_60c053938a,hplt::8_1.jsonl.zst::ed9d4eb7c2410d1fbb82069581038df5,"[""destructive_action_review""]","[""candidate_action_trim_span""]","[""E006"", ""E007"", ""E009""]",trim_span,0.61875,8,bluearena.gr,http://bluearena.gr/blog/2009/02/23/%CF%83%CF%84%CE%B1-%CF%80%CF%81%CF%8C%CE%B8%CF%85%CF%81%CE%B1-%CE%B4%CE%B9%CE%AC%CE%BB%CF%85%CF%83%CE%B7%CF%82/,869,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/60c053938a47d678.txt,,[],,,,[],
rq_0134_d34899c90d,hplt::8_1.jsonl.zst::ef47b3ee91f147792676f6d6bd7b3e87,"[""false_negative_control""]","[""global_random_no_candidate_error""]",[],keep,0.2916666666666667,8,www.technologismiki.com,https://www.technologismiki.com/nomos/n_4549_18_59.php,2245,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/d34899c90d897f5a.txt,,[],,,,[],
rq_0135_00266830cb,hplt::8_1.jsonl.zst::ef8c067c3437daa5f8d7b96f0bd84fa8,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.31,8,souflievros.blogspot.com,http://souflievros.blogspot.com/2010/03/blog-post_835.html,3173,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/00266830cb20f25b.txt,,[],,,,[],
rq_0136_8bcd41611b,hplt::8_1.jsonl.zst::f5a59677c811e273f78be3f83bf522d9,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.43333333333333335,8,www.sdna.gr,http://www.sdna.gr/podosfairo/superleague/article/26030/tipota-den-ton-stamata,3746,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/8bcd41611b353321.txt,,[],,,,[],
rq_0137_ba70d5d0a9,hplt::8_1.jsonl.zst::f7142c25bb5a45baf5f503cc5cefce45,"[""false_negative_control""]","[""global_random_no_candidate_error""]",[],keep,0.2021379980563654,8,kanapedatos.blogspot.com,http://kanapedatos.blogspot.com/2013/10/blog-post_9241.html,2058,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/ba70d5d0a90b5032.txt,,[],,,,[],
rq_0138_0d6d877f5a,hplt::8_1.jsonl.zst::f7c2796b4c75a327b239e1f5be27244c,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.3252242152466368,8,gr.askmen.com,http://gr.askmen.com/sumboules-stul/1102507/article/ta-tzen-pou-tha-khreiasteis-se-ole-sou-te-zoe-kai-pos-na-ta,2938,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/0d6d877f5af80816.txt,,[],,,,[],
rq_0139_9c42e7abfd,hplt::8_1.jsonl.zst::fa9cfc1ca4de0136a157d89df38f200b,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.24716464606961283,8,oimaskespeftoun.blogspot.com,https://oimaskespeftoun.blogspot.com/2015/01/2011.html,2557,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/9c42e7abfd9d9e3d.txt,,[],,,,[],
rq_0140_649cbf4b9c,hplt::8_1.jsonl.zst::fad2fbd24a3bfec109a48bf664158ed6,"[""precision_E015""]","[""candidate_error_E015""]","[""E015""]",quarantine,1.0,8,www.europeana.eu,http://www.europeana.eu/portal/record/2026005/_2002_093MM_0849.html?start=17&query=DATA_PROVIDER%3A%22MMCA%22&startPage=1&qf=PROVIDER%3A%22Digitising+Contemporary+Art%22&rows=24,714,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/649cbf4b9cb66c6d.txt,,[],,,,[],
rq_0141_6a6296d45a,hplt::8_1.jsonl.zst::fade12e527b5f5312c87d2c7cea2a59c,"[""false_negative_control""]","[""global_random_no_candidate_error""]",[],keep,0.1477933629832364,8,www.news247.gr,https://www.news247.gr/politiki/me-tsipra-theodoraki-kai-leventi-poy-milise-gia-oikoymeniki-kyvernisi-arches-toy-2016-synantithike-o-ferchofstant.6387147.html,2923,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6a6296d45a146ff3.txt,,[],,,,[],
rq_0142_e3a389c0c9,hplt::8_1.jsonl.zst::fb4a092e5c8946fbf45032121feca08a,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.29692470837751855,8,www.anemosnaftilos.gr,http://www.anemosnaftilos.gr/2007/06/blog-post_19.html,2829,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e3a389c0c92baacd.txt,,[],,,,[],
